STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,PRCP,SNOW,TMAX,TMIN
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750626,0.00,0.0,90,74
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750627,1.20,0.0,85,69
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750628,0.95,0.0,83,69
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750629,0.00,0.0,86,69
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750630,0.21,0.0,88,68
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750701,0.13,0.0,84,70
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750702,0.00,0.0,83,71
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750703,0.09,0.0,89,71
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750704,0.00,0.0,90,73
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750705,0.00,0.0,90,72
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750706,0.00,0.0,94,72
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750707,0.00,0.0,93,74
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750708,0.00,0.0,94,74
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750709,0.00,0.0,96,74
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750710,0.05,0.0,95,74
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750711,1.66,0.0,89,72
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750712,0.00,0.0,85,71
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750713,0.00,0.0,89,69
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750714,0.00,0.0,87,66
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750715,0.00,0.0,85,70
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750716,0.11,0.0,84,69
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750717,0.00,0.0,88,72
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750718,0.00,0.0,90,74
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750719,0.00,0.0,91,76
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750720,0.00,0.0,92,75
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750721,0.00,0.0,93,72
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750722,0.00,0.0,93,73
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750723,0.00,0.0,92,74
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750724,0.00,0.0,93,74
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750725,0.00,0.0,93,75
